iter	Logloss
0	0.5352383808
1	0.3902359017
2	0.3118406036
3	0.2309467772
4	0.1721817503
5	0.1415325029
6	0.1114013346
7	0.08810517763
8	0.0738200178
9	0.061876081
10	0.05013269106
11	0.04243687665
12	0.03597888815
13	0.03113471443
14	0.02749214423
15	0.02424701372
16	0.02189085999
17	0.01891231709
18	0.01687639844
19	0.01542060186
20	0.01364060214
21	0.01235223793
22	0.01141081153
23	0.01043474622
24	0.009541678932
25	0.008836986539
26	0.008255935915
27	0.007601513212
28	0.006876093041
29	0.006393656874
30	0.005888529227
31	0.005332046865
32	0.004922968969
33	0.004658218835
34	0.004387301147
35	0.004072682049
36	0.0036752126
37	0.003471131754
38	0.003177244078
39	0.003056744925
40	0.002910163735
41	0.002770561965
42	0.002641720514
43	0.002547624189
44	0.002350436788
45	0.002253809256
46	0.002139238467
47	0.002071287235
48	0.001987718863
49	0.001913202332
50	0.001815063234
51	0.001758400905
52	0.001688097607
53	0.001647466602
54	0.001601443731
55	0.001541578376
56	0.001484479543
57	0.001415718184
58	0.001351289086
59	0.001289634235
60	0.001241774544
61	0.001177647081
62	0.001129858975
63	0.001073905462
64	0.001042738279
65	0.0009757404324
66	0.0009224412608
67	0.0008892047705
68	0.000875229922
69	0.000855550759
70	0.0007997851718
71	0.0007744738473
72	0.0007570131517
73	0.000736022328
74	0.000710326017
75	0.0006976331333
76	0.0006844932687
77	0.000660135954
78	0.0006261722231
79	0.0005961685723
80	0.0005686203358
81	0.0005531477359
82	0.0005371227042
83	0.0005191207852
84	0.0004975823609
85	0.0004835824256
86	0.0004739179467
87	0.0004688655367
88	0.0004484593268
89	0.0004236922022
90	0.0004171152194
91	0.0003986175127
92	0.0003919147338
93	0.0003769936443
94	0.0003619119063
95	0.0003577707575
96	0.00034822211
97	0.0003348134845
98	0.0003298593084
99	0.0003298363615
100	0.0003252473662
101	0.0003164233962
102	0.0003097940722
103	0.0003004418308
104	0.0002910061356
105	0.000284563736
106	0.0002810562285
107	0.0002810515719
108	0.0002810515719
109	0.0002743155326
110	0.0002680242712
111	0.0002661554596
112	0.0002661554596
113	0.0002661554596
114	0.0002610866316
115	0.0002533594736
116	0.0002515565175
117	0.0002515565175
118	0.0002515565175
119	0.000251531015
120	0.0002515637859
121	0.0002515637859
122	0.0002469266881
123	0.0002427667761
124	0.0002382388542
125	0.000230711523
126	0.000230711523
127	0.000228478467
128	0.000225908924
129	0.0002259102101
130	0.0002259102101
131	0.0002259102101
132	0.0002258919756
133	0.0002258919756
134	0.0002258919756
135	0.0002258919756
136	0.0002258903586
137	0.0002258903586
138	0.0002258903586
139	0.0002258903586
140	0.0002197111009
141	0.0002110749352
142	0.0002110749352
143	0.0002110863781
144	0.0002050187964
145	0.0002050187964
146	0.0002050187964
147	0.0002050187964
148	0.0002050187964
149	0.0002050291569
150	0.0002050291569
151	0.0002050291569
152	0.0002050291569
153	0.0002050291569
154	0.000205029564
155	0.0002016654406
156	0.0002016654406
157	0.0002016654406
158	0.000195017516
159	0.000195017516
160	0.000195017516
161	0.000195017516
162	0.000195017516
163	0.0001950271247
164	0.0001950271247
165	0.000191299476
